account_id,account_name,match_source,ntee_code,fru_sector,fru_subsector
AQKTWMNM,Equality Utah 501C4,unclassified,,,
AMAATEJY,Resources for the Future,id,C35: Energy Resource Conservation and Development,Environment,Environment - General
AFLAGJCG,Diocese of Bridgeport,id,"J40: Labor unions, organizations",Public and Society Benefit,"Public & Society Benefit - Employment, Job"
APLYPPDF,Impact on Education,id,B90: Educational Services,Education,Education - General
ATXFGVYX,St. John Paul II Preparatory School,id,,Education,K-12 Education
AKWFGFTS,The HALO Foundation,id,P31: Adoption,Human Services,Human Services - General
AWYQKXEL,YEHUDI,id,X30: Jewish,Religion,Religion - Jewish
AKHNERRT,Justice Defense Fund,unclassified,,,
ARMYEAZF,Street Roots,id,P85: Homeless Persons Centers and Services,Human Services,"Human Services - Housing, Shelter"
ASWTWEJD,Cuso International,id,Q33: International Relief,International Affairs,International Affairs - General
AVYKNXRP,Hunger Relief International,id,Q33: International Relief,International Affairs,International Affairs - General
ALZDJCPT,City Center,unclassified,,,
AKSMELCD,ACN - Ireland,unclassified,,,
APDWAHYT,WINGS,unclassified,,,
ABPHRCPJ,Fields of Life GB,unclassified,,,
ACHEXPCL,Missoula Aging Services,id,P81: Senior Centers and Services,Human Services,"Human Services - Housing, Shelter"
AYUFNHSW,The Mission Co,id,X20: Christian,Religion,Religion - Christian
AFMYSVCL,Friends of the Blue Hills,id,,Environment,Environment - General
ADUGRJCP,Birds and Beaks Rescue and Rehab,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
AUSVKDLR,Treasure Valley Family YMCA,id,P20: Human Service Organizations,Human Services,Human Services - General
AZBEBRRX,Elder Orphan Care,id,P12: Human Services Fund Raising and Fund Distribution,Human Services,Human Services - General
AZPCCETF,Operation Walk Carolinas,id,E50,Healthcare,Healthcare - General
ATEJAWKV,Unbridled Sanctuary,id,T99,,
ALMRZMEX,Dare for More,id,X20: Christian,Religion,Religion - Christian
ARZQGEET,Tejas Camp and Retreat,unclassified,,,
AEYQUUEK,Compassion in Dying,unclassified,,,
AYPLXLQR,Women Legal Education and Action Fund,unclassified,,,
AFQZRXRG,Bridge to Turkiye Fund,id,"Q20: International Exchanges, Cultural Understanding",International Affairs,International Affairs - General
AENYVWQM,NOCCA Foundation,unclassified,,,
AEYGVJCH,BGC Canada,unclassified,,,
ARETPCWX,Habitat for Humanity Australia,unclassified,,,
ABGAFPHX,Watermark Classical Academy,id,B24: Elementary School,Education,K-12 Education
ASHYVYPR,Safe Places for Women,id,P43: Family Violence Shelters and Services,Human Services,Human Services - General
AWKECUHQ,Trinity Christian Academy of Jacksonville,id,"B20: Elementary, Secondary Education",Education,K-12 Education
AWUBRFKS,Neighborhood Cats,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
ADUUVTCW,CORE,id,,Education,K-12 Education
NLEYGRKF,African Enterprise,id,X20: Christian,Religion,Religion - Christian
ANXCXLPH,Pantry Packers,unclassified,,,
APQMTPZC,Moving in the Spirit,id,A62: Dance,Arts & Culture,Arts & Culture - General
ALEZHPFZ,Hope 680,id,P80: Services to Promote the Independence of Specific Population Groups,Human Services,"Human Services - Housing, Shelter"
ABTKDNVE,Lillian And Albert Small Capital Jewish Museum,id,A50: Museums,Arts & Culture,Arts & Culture - General
AZBTGUPD,St. Vincent de Paul Society of St. Joseph County,unclassified,,,
ARNKWEPQ,Beacon Education,unclassified,,,
AZPAWTMZ,The Progressive,id,"A33: Printing, Publishing",Arts & Culture,Arts & Culture - Media
ADKUCRLP,"Bomberos Voluntarios Pescadero, A.C.",unclassified,,,
ANVMYLSE,MCC Freedom,unclassified,,,
AMXHEVFS,Imani Collective,id,"T00: Philanthropy, Voluntarism, and Grantmaking Foundations: General",Public and Society Benefit,Public & Society Benefit - General
ANZKHGWP,MCPAWS Regional Animal Shelter,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
APCCMKWB,Goodfellows,unclassified,,,
AXGXSELV,Uncommon Schools,id,B90,Education,K-12 Education
ABULMMNE,Oxfam México,id,Q33: International Relief,International Affairs,International Affairs - General
AXHTQGXT,Ray of Hope,unclassified,,,
AWUNGYWV,Riverview International Center,id,"S20: Community, Neighborhood Development, Improvement",Public and Society Benefit,Public & Society Benefit - General
ANCBGDXQ,The Visiting Angels Foundation,id,T30: Public Foundations,Public and Society Benefit,Public & Society Benefit - General
AFCRTCXK,Sea Shepherd Ocean Warriors,unclassified,,,
AKTQAEYV,Shalom Media Australia,unclassified,,,
AKDNUSXY,Champions for Literacy,id,B99,,
AVKFTQYR,YMCA of Greensboro,id,P20: Human Service Organizations,Human Services,Human Services - General
AEUHPBFQ,CoachArt,id,,Healthcare,Healthcare - General
ACAEPBNX,Combined Arms,id,"W30: Military, Veterans Organizations",Public and Society Benefit,Public & Society Benefit - General
AYQZDLNK,Caring for Miami,id,P20: Human Service Organizations,Human Services,Human Services - General
AGVPEXPD,Animals Asia Foundation (UK charity),unclassified,,,
ARCBNMMN,Running Start,id,"N60: Amateur Sports Clubs, Leagues",Human Services,Human Services - Sports & Youth Development
AFBRSFQX,World Hope International - Canada,unclassified,,,
ARGXXJHQ,Shalom Media Canada,unclassified,,,
ATTQCXRK,Project Sweet Peas,id,P00: Human Services: General,Human Services,Human Services - General
APYJSGGG,Old Al Amal International Charity,unclassified,,,
ADDNMSJK,The Jonah Inheritance,id,Q33: International Relief,International Affairs,International Affairs - General
AVVJKTMU,Presbyterian Senior Living,id,,Human Services,Human Services - General
ARMJXBMM,Marillac St Vincent Family Services,id,P20: Human Service Organizations,Human Services,Human Services - General
AFRJANCL,VOA Western Washington,id,P20: Human Service Organizations,Human Services,Human Services - General
AWVTUSXW,Animals Asia Foundation (Australia) Limited,unclassified,,,
AEZXRDZL,Fundación Tijuana Sin Hambre,unclassified,,,
AQBJVKVR,Hearts for Moms,id,P19,Human Services,"Human Services - Housing, Shelter"
ASFTLSLH,BW Foundation,id,B19,,
ALJVQYQB,The Witness BCC,unclassified,,,
ADTHMDKB,Granite United Way,id,"T00: Philanthropy, Voluntarism, and Grantmaking Foundations: General",Public and Society Benefit,Public & Society Benefit - General
APWYKKEA,VOA Chesapeake & Carolinas,id,P20: Human Service Organizations,Human Services,Human Services - General
AEERZNVU,Elévate Ministries Inc.,unclassified,,,
ATDYLRSZ,Byron Community Centre,unclassified,,,
ANEXFURS,Antarctic & Southern Ocean Coalition,id,C01: Environment Alliances and Advocacy,Environment,Environment - General
ARZNYRDL,The Refuge Ranch: A Ministry of Arms of Hope,unclassified,,,
ADZNUEZH,Rebuilding Together North Texas,unclassified,,,
AXXGKYQD,Dignity Beyond Borders,id,P20,International Affairs,International Affairs - General
ASRQXVQE,Open Medicine Foundation Australia Limited,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
AYEFLGUA,Real Organic Project,id,"C42: Garden Club, Horticultural Program",Environment,Environment - General
AYRLWEXT,OM Australia,unclassified,,,
AHBSRVEL,Latin GRAMMY Cultural Foundation,id,A68: Music,Arts & Culture,Arts & Culture - General
ASDVPNHE,An Achievable Dream - Newport News,id,"B20: Elementary, Secondary Education",Education,K-12 Education
ABDSLNSH,Bonneville Charitable Foundation,id,T90,Healthcare,Healthcare - Cancer
AEJTYWMK,Transform South Sudan,id,Q40: International Peace and Security,International Affairs,International Affairs - General
AGABEYXN,The Abortion Survivors Network,id,"R01: Civil Rights, Social Action and Advocacy Alliances and Advocacy",Human Services,"Human Services - Civil Rights, Social Justice"
AWPVDVNS,CWEF - USA,id,Q30,,
AZDCHLCP,Variety of Texas,id,S80: Community Service Clubs,Public and Society Benefit,Public & Society Benefit - General
ATWHDWQD,Includ(Ed),id,O11: Youth Development Single Organization Support,Human Services,Human Services - Sports & Youth Development
APUBKULH,Kochavim,id,B24,Education,K-12 Education
ACVZAMUP,SOS Outreach,id,"O50: Youth Development Programs, Other",Human Services,Human Services - Sports & Youth Development
AKYUWRAV,Coastal Jazz and Blues Society,unclassified,,,
ACEFZMSZ,Harm Reduction Action Center,unclassified,,,
ARYKWZCS,United Way of Tucson and Southern Arizona,id,"T00: Philanthropy, Voluntarism, and Grantmaking Foundations: General",Public and Society Benefit,Public & Society Benefit - General
AXBNYHND,Three Rivers Land Trust,id,C34: Land Resources Conservation,Environment,Environment - General
ANMEMDVC,National Marine Sanctuary Foundation,id,"D30: Wildlife Preservation, Protection",Animal Welfare,Animal Welfare - General
AUNLVVJK,Open Medicine Foundation Canada,id,,International Affairs,International Affairs - General
AXZVGLBQ,University of Global Health Equity,id,"E80: Health, General and Financing",Healthcare,Healthcare - General
ABHERQBQ,SWITCHFOOT BRO-AM Foundation,id,,Human Services,"Human Services - Housing, Shelter"
AKFUZNJP,Islamic Society of Vaughan,id,X20: Christian,Religion,Religion - Christian
AEPGPRRB,Nordoff and Robbins,unclassified,,,
ASKWBSDZ,Community Healthcare of Texas,id,P74: Hospice,Human Services,"Human Services - Housing, Shelter"
AYGEBZNS,Youthline,id,B80,,
AHMWQVTZ,TAK | Tennessee Alliance for Kids,unclassified,,,
AEFEHTXY,Conservation Ecology Centre,unclassified,,,
AXJPFRVF,Gulf of Maine Research Institute,id,C30: Natural Resources Conservation and Protection,Environment,Environment - General
APHEHYTP,Discovering Truth Ministries,id,X21,Religion,Religion - Christian
APTUWLBY,Medics Across Continents,unclassified,,,
ADRJXYEK,The Reading Team,id,"B92: Remedial Reading, Reading Encouragement Programs",Education,Education - General
AZLRVHCF,Wylde Center,id,C60: Environmental Education,Environment,Environment - General
AGPUPUKX,SU2C Phones US English Show,unclassified,,,
AJMAAXTD,Center for Policing Equity,id,"R01: Civil Rights, Social Action and Advocacy Alliances and Advocacy",Human Services,"Human Services - Civil Rights, Social Justice"
AFWZMSSJ,Children's Scholarship Fund Philadelphia,id,"B82: Scholarships, Student Financial Aid Services",Education,Education - General
APBTJTMT,Eugene Family YMCA,id,P20: Human Service Organizations,Human Services,Human Services - General
ACGEKDSP,Chabad Intown,id,X30: Jewish,Religion,Religion - Jewish
ADFCUTXP,Boys & Girls Clubs of Southern Maine,id,"O20: Youth Centers, Boys and Girls Clubs",Human Services,Human Services - Sports & Youth Development
AXEEBZJX,Homes First,id,O40Z,,
AKGPUTGW,Heart and Home Makeovers,id,L81,Human Services,"Human Services - Housing, Shelter"
AZAAVTGW,SPCA International PAWsitive Recovery,unclassified,,,
ABKJLDWU,Brazos Christian School,id,B24Z,Education,K-12 Education
ARZEXVSH,Lung Cancer Research Foundation,id,H30,Healthcare,Healthcare - General
AZTJUNAX,Dwell with Dignity,id,L80: Housing Support Services,Human Services,"Human Services - Housing, Shelter"
AQHFQJDN,Dementia Alliance of North Carolina,id,G83: Alzheimers Disease,Healthcare,Healthcare - General
AJJBKQAG,Music Helps,id,A68: Music,Arts & Culture,Arts & Culture - General
AXFLUQTG,St. Mary's Springs Academy,id,X00: Religion: General,Religion,Religion - General
AFEHUFJU,Life Child Africa Foundation USA,id,Q33: International Relief,International Affairs,International Affairs - General
ATHMJLFL,The Conscious Kid,id,B99,Education,Education - General
AYDESVEA,VOA Illinois,id,P20: Human Service Organizations,Human Services,Human Services - General
ACNLXSHN,Safehouse Progressive Alliance for Nonviolence,id,P43: Family Violence Shelters and Services,Human Services,Human Services - General
ALYGYEYX,On Point For College,id,B82,Education,Education - General
AJGKPYVK,Friends of the Children of Haiti,id,Q33: International Relief,International Affairs,International Affairs - General
ACXTKGVZ,Fauna del Noroeste,unclassified,,,
AKYDDHVZ,Step Up For Students,id,P20,Education,Education - General
AEWUEKWW,Penny Lane,id,T20,,
ARTJLLRJ,COMPASS Refugee Centre,id,"Q71: International Migration, Refugee Issues",International Affairs,International Affairs - General
XQPWZYOZ,Positive Tails,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
ARGJGYSE,Sierra Delta,id,P82,,
AGDDMSFZ,Freedom Tree,unclassified,,,
AMNLFWEV,CCSA Foundation,id,B20,Arts & Culture,Arts & Culture - General
AJUUMWTB,Backyard Growers,id,K30,Food & Nutrition,Food - General
ADADTBJU,Women for Women International (DE),unclassified,,,
AJBEZXKW,The Winning Walk,unclassified,,,
ABMARKBT,Shai Fund,id,Q33: International Relief,International Affairs,International Affairs - General
AUGDLQKU,ALIMA - The Alliance for International Medical Action,unclassified,,,
AYQURCXU,CUMAC,id,P50: Personal Social Services,Human Services,Human Services - General
AQQVTQKY,DoVE Project,id,,Animal Welfare,Animal Welfare - General
AVPJPRZG,JustLeadershipUSA,id,I40,Public and Society Benefit,"Public & Society Benefit - Crime, Legal"
AYSSEKUL,HELP USA,id,S50Z,Human Services,"Human Services - Housing, Shelter"
AUHNSYVG,Goodwill Caravan,id,Q33: International Relief,International Affairs,International Affairs - General
AYCCPTHY,SoulWords.org,unclassified,,,
ANGQRELK,Avenue of Life,id,P20,Human Services,Human Services - General
ARSFBWDT,Intact America Inc.,id,R62: Right to Life,Human Services,"Human Services - Civil Rights, Social Justice"
ATPBNEPT,OneEleven Global,id,X20,Religion,Religion - Christian
APRTRNZS,Black & Brown Founders,id,B01,Public and Society Benefit,Public & Society Benefit - General
AMGXQKWH,Bay Area Bright Futures,id,"S31: Urban, Community Economic Development",Public and Society Benefit,Public & Society Benefit - General
AUDKYRBN,JIAS Toronto,unclassified,,,
AHUWWEBE,Profound Autism Alliance,id,T20: Private Foundations,Public and Society Benefit,Public & Society Benefit - General
AEQBLQBV,CAIR Florida,id,R60,,
AHENMVJF,Oxfam International,id,T20: Private Foundations,Public and Society Benefit,Public & Society Benefit - General
AXALVMKE,The Montana Land Reliance,id,,Environment,Environment - General
AGKEYXUP,Paleontological Research Institution,id,"U50: Biological, Life Science Research",Science & Technology,Science & Technology - General
ACWYERQA,Breast Cancer Recovery in Action Inc,id,G30: Cancer,Healthcare,Healthcare - Cancer
ACVXDLWN,SFW Conservation,unclassified,,,
AFKHBRYX,Global Disciples Canada,id,"A00: Arts, Culture, and Humanities: General",Arts & Culture,Arts & Culture - General
AJBPQQCA,Central Oklahoma Habitat for Humanity,id,L80,Human Services,"Human Services - Housing, Shelter"
AKHETKXG,Hearts & Homes for Refugees,id,"P84: Ethnic, Immigrant Centers and Services",Human Services,"Human Services - Housing, Shelter"
APUMNKMQ,Fix West Texas,id,D20,Animal Welfare,Animal Welfare - General
AFFWWPES,One Drop Foundation,id,C11: Environment Single Organization Support,Environment,Environment - General
APLMEPHZ,Global Health Initiatives,unclassified,,,
AWQHEYCX,Rebuilding Together DC Alexandria,id,,Human Services,"Human Services - Housing, Shelter"
AZBYTUWJ,Show Mercy International,id,Q33: International Relief,International Affairs,International Affairs - General
AXTXRWNU,Not My Will Ministries,id,X20: Christian,Religion,Religion - Christian
AYTSRFYF,Meals On Wheels Of Rhode Island,id,"K30: Food Service, Free Food Distribution Programs",Food & Nutrition,Food Banks
ASZLULBT,Colon Cancer Coalition,id,G30: Cancer,Healthcare,Healthcare - Cancer
ALJSJNRV,Whole Word Institute (formerly 4.2.20 Foundation),id,X20: Christian,Religion,Religion - Christian
AQVCZMPM,Annie's Place,unclassified,,,
AZGRHYPJ,Internet Society,id,"Q11: International, Foreign Affairs and National Security Single Organization Support",International Affairs,International Affairs - General
ACWJVQTV,Lifecycle Building Center,id,K99,Environment,Environment - General
AXZGSDHH,Physicians for Peace,id,Q300,,
AQWRBQVF,Music Will,id,A6C,Arts & Culture,Arts & Culture - General
ATCFFLTV,Westchester Parks Foundation,id,,Human Services,Human Services - Sports & Youth Development
ASZYJPFJ,Mother Teresa House,id,L21,,
AZBZFAMW,VOA Ohio & Indiana,id,P20: Human Service Organizations,Human Services,Human Services - General
ANVKMBPF,Ipas,id,"Q30: International Development, Relief Services",International Affairs,International Affairs - General
AKRLBTZH,Gimme Shelter Animal Rescue,id,D20: Animal Protection and Welfare,Animal Welfare,Animal Welfare - General
